image,kanjiname,hiragananame,romajiname,localisedname,nickname,position,element,playstyle,kick,control,technique,pressure,physical,agility,intelligence,bst
https://dxi4wb638ujep.cloudfront.net/1/k/o/i/oimvswi_4gs.png,束田 羽衣音,つかだ はいね,Haine Tsukada,Tess Masters,ハイネ,FW,風 (Wind),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/_/g/_g90_pufv1e.png,内藤 有人,ないとう ありひと,Arihito Naito,Cale Sticklin,ドウ,FW,山 (Mountain),Tension,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/r/i/rim5lonm0zk.png,野崎 利洋,のざき としひろ,Toshihiro Nozaki,Farris Stickman,ノザック,DF,風 (Wind),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/g/g/ggxyixb2zqm.png,船島 紘通,ふなしま ひろみち,Hiromichi Funashima,Tim Personator,ナッシー,MF,林 (Forest),Tension,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/a/p/ap0tbk0-sk8.png,縁川 将大,へりかわ まさひろ,Masahiro Herikawa,Sherlock Sagers,縁川,GK,林 (Forest),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/x/n/xnfm21seb5u.png,本多 康平,ほんだ こうへい,Kohei Honda,Ryan Haywood,コーヘー,DF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/z/g/zgcqysaoe_u.png,矢木 尚史,やぎ ひさし,Hisashi Yagi,Osier Twining,カプリコ,DF,山 (Mountain),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/c/u/cuzx1tmspm8.png,山内 兼久,やまうち かねひさ,Kanehisa Yamauchi,Rock Scowlon,山内,DF,風 (Wind),Counter,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ibqemotacsm.png,輪島 俊則,わじま としのり,Toshinori Wajima,Al Stringer,ワジ,DF,火 (Fire),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/t/p/tphllx1gxfk.png,浅井 博視,あさい ひろし,Hiroshi Asai,Bill Fierce,サイヒーロ,MF,林 (Forest),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/n/d/nde9682cwgm.png,路母東 二八,ろぼとう にはち,Nihachi Roboto,Rob Otts,ロボット,GK,山 (Mountain),Counter,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/w/r/wrvcxdq47tk.png,大鹿 伸吾,おおしか しんご,Shingo Oshika,Chad Jowell,大鹿,GK,山 (Mountain),Breach,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/y/d/ydgx5k6negm.png,尾崎 佳知,おざき よしとも,Yoshitomo Ozaki,Egon Omercer,ザック,GK,風 (Wind),Rough Play,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/p/r/prr2u1c3p1k.png,川上 昌也,かわかみ まさや,Masaya Kawakami,Luis Springs,川上,GK,山 (Mountain),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jeydhop_cvu.png,方岡 伸一郎,かたおか しんいちろう,Shinichiro Kataoka,Bruce Barkley,ヘッド,FW,火 (Fire),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/4/s/4sdiqxpfxm8.png,宇宙 航,そら わたる,Wataru Sora,Chip Spacek,ギャラク,GK,山 (Mountain),Justice,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6ne-eodp0g8.png,冴木 保則,さえき やすのり,Yasunori Saeki,Mason Tirell,サエッキー,DF,火 (Fire),Tension,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/l/l/ll1fpx7tztu.png,下川原 卓,しもがわら すぐる,Suguru Shimogawara,Dale Riverhead,下川原,GK,林 (Forest),Tension,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkwq6sobszk.png,高田 心菜,たかだ ここな,Kokona Takada,Adelpha Lovelace,ココナ,DF,風 (Wind),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/a/i/ainlxtohbam.png,田頭 友好,たがしら ともよし,Tomoyoshi Tagashira,Egon Timing,田頭,MF,山 (Mountain),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uiytmerdm_k.png,中原 寿司,なかはら ひさし,Hisashi Nakahara,Tony Frogge,中原,FW,火 (Fire),Breach,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgpylhn5lmm.png,長坂 彰人,ながさか あきひと,Akihito Nagasaka,Fred Punch,長坂,DF,火 (Fire),Counter,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xiy_rgewqgs.png,能島 政和,のじま まさかず,Masakazu Nojima,Hannibal Whipp,能島,DF,林 (Forest),Tension,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/a/g/agde8fikhte.png,宇智田 七郎,うちだ しちろう,Shichiro Uchida,Luke Severin,セブン,MF,火 (Fire),Bond,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/g/p/gpgrvcxcyz0.png,河口 丈裕,かわぐち たけひろ,Takehiro Kawaguchi,Harry Keenan,河口,FW,火 (Fire),Counter,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/r/n/rnrkc9x4fac.png,岸 尚徳,きし ひさのり,Hisanori Kishi,Nick Uman,岸,FW,火 (Fire),Tension,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/t/g/tgwwskjuagc.png,熊谷 丈武,くまがい じょうぶ,Jobu Kumagai,Mac Robat,熊谷,FW,林 (Forest),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/i/u/iun3bbfu310.png,神部 貴,かんべ たかし,Takashi Kanbe,Ace Slider,神部,GK,山 (Mountain),Justice,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/c/b/cbecsgwmcve.png,古都 紬,こと つむぎ,Tsumugi Koto,Olivia Twist,紬,FW,風 (Wind),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/z/p/zp1j_5wcvms.png,西井 とおる,にしい とおる,Toru Nishii,Wiley Blinks,西井,FW,火 (Fire),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/h/d/hdk7o0v-ize.png,孝橋 来夏,たかはし らいか,Raika Takahashi,Shona Shopbell,来夏,GK,風 (Wind),Justice,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/2/r/2r7ajlzelqs.png,田代 若葉,たしろ わかば,Wakaba Tashiro,Crystal Clears,若葉,FW,林 (Forest),Breach,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/c/v/cvuo_lt2bbk.png,能登 郁海,のと いくみ,Ikumi Noto,Beata Pummel,能登,FW,火 (Fire),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thfjs0lm2ym.png,文月 育緒,ふみづき いくお,Ikuo Fumizuki,Aya Strand,文月,GK,林 (Forest),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/n/o/no88bp-eds8.png,本条 宝冠,ほんじょう てぃあら,Tiara Honjo,Tara Gaudier,ティア,DF,火 (Fire),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/8/a/8andswy-uhu.png,牧口 匠,まきぐち たくみ,Takumi Makiguchi,James Hearson,牧口,MF,林 (Forest),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/-/h/-hkbcpksrnu.png,松村 綺依,まつむら きえ,Kie Matsumura,Anne Somnia,松村,DF,林 (Forest),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/p/j/pj7gvwsogu8.png,宮池 椎奈,みやいけ しいな,Shiina Miyaike,Pearl Wann,しーちゃん,DF,火 (Fire),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/v/m/vmyv8tzgz0m.png,向井 秀司,むかい ひでし,Hideshi Mukai,Hugh Dunnit,メロン,GK,山 (Mountain),Justice,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eop0rs_aehk.png,村松 諒,むらまつ りょう,Ryo Muramatsu,Steve Squander,バイソン,FW,火 (Fire),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/q/k/qkwsgf8454m.png,安森 信也,やすもり しんや,Shinya Yasumori,Lehman Rind,安森,MF,林 (Forest),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmnnngaculk.png,山本 鉄平,やまもと てっぺい,Teppei Yamamoto,Ian Fantile,山本,DF,火 (Fire),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/1/k/1k8axhtl1ne.png,吉川 基史,よしかわ もとふみ,Motofumi Yoshikawa,Zach Putter,吉川,MF,火 (Fire),Breach,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/e/m/emnh6e1xyus.png,芦田 美智久,あしだ みちひさ,Michihisa Ashida,Juan Word,芦田,GK,火 (Fire),Justice,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjuupda5t0c.png,石橋 真也,いしばし しんや,Shinya Ishibashi,Alex Copple,シンヤ,GK,山 (Mountain),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/v/l/vlf1e8mdah0.png,越前 冬夏,えちぜん とうか,Toka Echizen,Jan Jared,冬夏,DF,火 (Fire),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/x/q/xqypql0vfb0.png,岡室 明久,おかむろ あきひさ,Akihisa Okamuro,Bigsby Pigford,岡室,FW,風 (Wind),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/m/c/mcpihasvoyc.png,小山 千枝里,こやま ちえり,Chieri Koyama,Erica Hogland,小山,FW,林 (Forest),Justice,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/g/t/gtk9uhnddss.png,坂口 新奈,さかぐち にいな,Niina Sakaguchi,Ramona Wriston,ニーナ,MF,山 (Mountain),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/3/f/3f7c54bnwhe.png,茂野 久彦,しげの ひさひこ,Hisahiko Shigeno,Mark Izushy,茂野,GK,山 (Mountain),Breach,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/d/v/dveei1cfxes.png,新田 一久,にった かずひさ,Kazuhisa Nitta,Vince Tinct,新田,GK,風 (Wind),Breach,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/y/h/yh1llkk_6te.png,富岡 雪歌,とみおか せつか,Setsuka Tomioka,Daryl Floor,雪歌,FW,火 (Fire),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/a/c/acauzbw8nik.png,聖山 七夕,せいざん なゆ,Nayu Seizan,Becca Pilgreen,七夕,DF,林 (Forest),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/r/q/rqxpe-wgg7m.png,池田 秀章,いけだ ひであき,Hideaki Ikeda,Langley Span,池田,DF,山 (Mountain),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lfs6njfovb8.png,朝倉 良平,あさくら りょうへい,Ryohei Asakura,Swithin Sainte,朝倉,MF,風 (Wind),Bond,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/6/t/6tjbgcj04ou.png,海川 佳典,うみかわ よしのり,Yoshinori Umikawa,Dan Cawarry,海川,FW,火 (Fire),Rough Play,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/4/m/4mkhofxy9uu.png,荻野 哲郎,おぎの てつろう,Tetsuro Ogino,Hans Freesing,荻野,DF,風 (Wind),Bond,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/j/k/jkvmj6xiqd8.png,斉田 将光,さいた まさみつ,Masamitsu Saita,Peter Fakhoury,斉田,MF,風 (Wind),Justice,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/p/l/pl2twniql9m.png,作世 秀光,させ ひでみつ,Hidemitsu Sase,Steve Sancey,作世,MF,林 (Forest),Tension,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/y/j/yjhydyeqiok.png,多田 雄太,ただ ゆうた,Yuta Tada,Michael Gibe,多田,DF,林 (Forest),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sj4qsvhyvxm.png,名香野 真登,なかの まと,Mato Nakano,Skeet Blaston,ピエロー,MF,山 (Mountain),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/d/h/dhjlbqhicck.png,鳥山 忠晴,とりやま ただはる,Tadaharu Toriyama,Achilles Chinner,鳥山,GK,山 (Mountain),Counter,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zjsgbrobjue.png,新井田 文和,にいだ ふみかず,Fumikazu Niida,Scott Tickle,クラウン,DF,山 (Mountain),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/c/h/chjn2uo7ods.png,中島 史寿,なかしま ふみとし,Fumitoshi Nakashima,Junior Cage,中島,DF,林 (Forest),Counter,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioaslj7z79c.png,西村 和幸,にしむら かずゆき,Kazuyuki Nishimura,Terry Namby,西村,FW,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmxzi2djwo0.png,庭山 重雄,にわやま しげお,Shigeo Niwayama,Joe Chugger,庭山,DF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/r/h/rh2vmvplti0.png,火浦 祥太,ひうら しょうた,Shota Hiura,Sonny Cinders,火浦,DF,風 (Wind),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/g/v/gvholqpf-7c.png,白山 恭男,はくさん やすお,Yasuo Hakusan,Cash Winfall,白山,DF,火 (Fire),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aak7yncxlbs.png,浜本 塁,はまもと るい,Rui Hamamoto,Lou Fauntleroy,バッハ,MF,山 (Mountain),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/x/o/xova1y6tmoe.png,長谷川 美杏,はせがわ びあん,Bian Hasegawa,Carol Chanter,ビアン,DF,火 (Fire),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcqce_5pbxs.png,林 由哉,はやし ゆうや,Yuya Hayashi,Guy Kogan,林,DF,風 (Wind),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0qbjpaf1ske.png,日笠 和希,ひがさ かずき,Kazuki Higasa,Max Motto,日笠,MF,林 (Forest),Counter,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/6/c/6cuohj1atxs.png,肘井 靖洋,ひじい やすひろ,Yasuhiro Hijii,Perry Postiche,肘井,GK,火 (Fire),Bond,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/l/q/lqljq2t6-ce.png,平岩 竜太郎,ひらいわ りゅうたろう,Ryutaro Hiraiwa,Nelson Levene,平岩,DF,山 (Mountain),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/r/f/rfg85rmyli0.png,樋口 厚治郎,ひぐち こうじろう,Kojiro Higuchi,Kurt Sermons,樋口,GK,山 (Mountain),Breach,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/a/t/at3duuaimrc.png,平松 銀次,ひらまつ ぎんじ,Ginji Hiramatsu,Ed Hartsell,平松,DF,風 (Wind),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/y/m/ymwb6nskjxc.png,福田 光久,ふくだ みつひさ,Mitsuhisa Fukuda,Chester Takes,福田,MF,林 (Forest),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/p/k/pkbgxy0eok0.png,舟山 省二,ふなやま しょうじ,Shoji Funayama,Curtis Rebell,舟山,FW,火 (Fire),Counter,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/j/l/jlivevbw7ee.png,部島 亨,へじま とおる,Toru Hejima,Cody Fink,部島,MF,林 (Forest),Rough Play,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/4/j/4jt0pqnsw3s.png,本間 美雨,ほんま みう,Miu Honma,Siria Chattsley,美雨,FW,火 (Fire),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjssydkoxie.png,政池 祥多,まさいけ しょうた,Shota Masaike,Darren Catt,政池,FW,風 (Wind),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/9/h/9hdn1ic0c7s.png,増田 忠節,ますだ ただとき,Tadatoki Masuda,Garry Planer,増田,GK,山 (Mountain),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/t/j/tjgavjl99xm.png,松浦 義人,まつうら よしと,Yoshito Matsuura,Glenn Broth,松浦,DF,風 (Wind),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/i/h/ih3hccthqkk.png,森越 易之,もりこし やすゆき,Yasuyuki Morikoshi,Harry Angue,森越,DF,風 (Wind),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/c/o/couurbypleu.png,畑山 有,はたけやま ゆう,Yu Hatakeyama,Benny Terra,畑山,MF,林 (Forest),Tension,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/z/m/zml18--1i38.png,丸山 里咲,まるやま りさ,Risa Maruyama,Jasmine Veile,里咲,FW,火 (Fire),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/x/h/xhipsnsznx8.png,八十島 音彩,やそじま ねいろ,Neiro Yasojima,Belle Allure,ネイロン,MF,風 (Wind),Justice,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/a/v/avti_ykjgcu.png,山田 栄斗,やまだ ひでと,Hideto Yamada,Doug Lapp,山田,DF,山 (Mountain),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/g/a/gaw9sf_rvik.png,横山 圭介,よこやま けいすけ,Keisuke Yokoyama,Eric Motter,横山,GK,山 (Mountain),Justice,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/r/o/robcb6zr4rm.png,吉田 数人,よしだ かずひと,Kazuhito Yoshida,Gyll Netters,吉田,FW,風 (Wind),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/l/c/lc-ew3azfuk.png,相山 尚美,あいやま なおみ,Naomi Aiyama,Farrah Fairway,尚美,FW,火 (Fire),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqpldi8jydm.png,阿保 初花,あぼ ういか,Uika Abo,Jess Winkles,アップル,FW,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/o/u/ouz0-npdzo8.png,宇野 希望,うの のぞみ,Nozomi Uno,Barbara Clector,希望,DF,山 (Mountain),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/z/8/z8ovtyp5e9u.png,押本 久仁恵,おしもと くにえ,Kunie Oshimoto,Marilyn Henshaw,ボニー,GK,山 (Mountain),Rough Play,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/5/t/5tlgavcxrdk.png,加治間 水蓮,かじま すいれん,Suiren Kajima,Nancy Pickney,加治間,DF,林 (Forest),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/i/7/i76btq6lgum.png,門岡 秀悟,かどおか しゅうご,Shugo Kadooka,Clay Turnor,門岡,GK,火 (Fire),Tension,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/k/a/ka9ddjondom.png,河高 敬作,かわたか けいさく,Keisaku Kawataka,Horace Shlock,河高,FW,火 (Fire),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/7/y/7ym8u2odubk.png,岸川 速香,きしかわ はやか,Hayaka Kishikawa,Sabrina Passman,岸川,FW,山 (Mountain),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/b/d/bdvj9r7vb7u.png,釘谷 久,くぎや ひさし,Hisashi Kugiya,Harpo Thermier,釘谷,MF,風 (Wind),Breach,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/1/q1eoqudv2i8.png,後関 尚生,ごせき なおき,Naoki Goseki,August Dyers,ゴショウ,MF,火 (Fire),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efhwhzenr3u.png,猿渡 智哉,さるわたり ともや,Tomoya Saruwatari,Nev Puffer,猿渡,DF,林 (Forest),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/v/3/v3qrmm438e8.png,白坂 映,しらさか はゆる,Hayuru Shirasaka,Elata Mighty,ホリー,DF,火 (Fire),Bond,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/b/f/bflcwnx-doc.png,曽田 一徳,そだ かずのり,Kazunori Soda,Ben Danna,曽田,FW,火 (Fire),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/w/3/w3697yxewb0.png,染宮 月香,そめみや つきか,Tsukika Somemiya,Elsa Roamer,染宮,FW,山 (Mountain),Justice,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qyziofimf7e.png,竹谷 八千穂,たけたに やちほ,Yachiho Taketani,Archy Seago,竹谷,FW,風 (Wind),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/h/w/hwopf6e2ois.png,田元 寿紀,たもと としのり,Toshinori Tamoto,Erhardt Knead,田元,DF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrv1rjwatos.png,新宅 妃早子,しんたく ひさこ,Hisako Shintaku,Lynne Mandel,新宅,MF,山 (Mountain),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/s/5/s5eugcwga9e.png,堂上 健太,どうがみ けんた,Kenta Dogami,Craig Placid,堂上,FW,火 (Fire),Counter,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/y/w/yw9hvbfo1d0.png,中里 貴,なかざと たか,Taka Nakazato,Leon Morcey,なかさと,DF,山 (Mountain),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/d/-/d-ma4-jsyuc.png,白王 拳士,はくおう けんし,Kenshi Hakuo,Dom Edarry,白王,MF,山 (Mountain),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/3/u/3uzyjzgw_r0.png,救世 功徳,きゅうせい あつのり,Atsunori Kyusei,Jay Asher,救世,DF,山 (Mountain),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/g/8/g8c5kmgksic.png,華吹 宏作,はなぶき こうさく,Kosaku Hanabuki,Toby Cohill,華吹,DF,火 (Fire),Rough Play,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/i/u/iunykfs_t30.png,藤枝 布花,ふじえだ ぬのか,Nunoka Fujieda,Nolene Ider,布花,MF,林 (Forest),Tension,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/5/8/588tn6kfaec.png,斧山 峰生,ふやま みねお,Mineo Fuyama,Hoots Knightly,斧山,DF,風 (Wind),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/z/t/ztfm0n_n1ks.png,浜田 一二夫,はまだ かずお,Kazuo Hamada,Bash Beaton,一二夫,FW,山 (Mountain),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/o/7/o7uhzyz3yxe.png,真中 成一,まなか せいいち,Seiichi Manaka,Terry Toolan,真中,FW,風 (Wind),Rough Play,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/a/qapb3blbdre.png,光木 淳志,みつき あつし,Atsushi Mitsuki,Callum Biddy,光木,MF,山 (Mountain),Bond,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/b/y/byy6a-thwis.png,朱雀 夏彦,すざく なつひこ,Natsuhiko Suzaku,Alan Sumner,朱雀,DF,山 (Mountain),Bond,79,83,81,98,102,85,114,642
https://dxi4wb638ujep.cloudfront.net/1/k/7/d/7d7pjjypfcc.png,三輪 星妃,みわ ほしひ,Hoshihi Miwa,Trixy Wonder,三輪,MF,風 (Wind),Breach,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/k/1/k1kukc-tox0.png,持丸 光四郎,もちまる こうしろう,Koshiro Mochimaru,Colet First,モチコー,DF,林 (Forest),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-f12vr9xpoc.png,結城 昭吾,ゆうき しょうご,Shogo Yuki,Mac Gabbon,ユウキィ,FW,林 (Forest),Justice,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/p/3/p3ex4ubli90.png,吉見 久敏,よしみ ひさし,Hisashi Yoshimi,Tip Bolster,吉見,DF,火 (Fire),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/h/f/hffaivscdru.png,竜洋 喜八,りゅうよう きはち,Kihachi Ryuyo,Draco Scallon,竜洋,FW,風 (Wind),Justice,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/3/q3u7pq04ui8.png,淡口 真亜奈,あわぐち まあな,Maana Awaguchi,Sofia Brashier,マーにゃん,FW,火 (Fire),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/w/y/wynocnbwbcm.png,江波 静恵,えなみ しずえ,Shizue Enami,Tam Boyish,しずちゃん,MF,風 (Wind),Justice,93,101,98,81,82,75,90,620
